Teil der Merit-Order?;MaStR-Nr. ;ÜNB;Status;Anlagenbetreiber;Anzeige-Name;PLZ der Einheit;Ort der Einheit;"Straße und Hausnummer
der Einheit";Bundesland der Einheit;Datum der erstmaligen Inbetriebnahme der Einheit;Energieträger;Hauptbrennstoff;Auswertung Energieträger;Wärmeauskopplung (KW) ja/nein;Technologie der Stromerzeugung;Angenommener Hauptenergieträger ;Zuordnung Kraftwerkstyp;Effizienz;Quelle Effizienz;Bruttoleistung [MW];"Netto-Nennleistung
(elektrische Wirkleistung) [MW]";"Mittlere verfügbare
Netto-Nennleistung [MW]";Brennstoffkosten (inkl. Transport) [EUR/MWHth];Grenzkosten [EUR/MWHel]
Ja;SEE975188536989;Amprion;In Betrieb;Energie SaarLorLux AG;HKW-Römerbrücke GuD-Anlage;66121;Saarbrücken;Bismarckstraße 143;Saarland;38353;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,5625;OPSD (2020);41;40;34,8;40,69;98,61884444
Ja;SEE927282130440;Amprion;In Betrieb;Energie SaarLorLux AG;Gasmotorenkraftwerk Römerbrücke;66121;Saarbrücken;Bismarckstraße 153;Saarland;44743;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);53,109;52,496;45,67152;40,69;88,21325397
Ja;SEE979779484642;Amprion;In Betrieb;Energie SaarLorLux AG;HKW-Römerbrücke Dampfturbinenanlage DT2;66121;Saarbrücken;Bismarckstraße 143;Saarland;32321;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,42;OPSD (2020);56;53;46,11;40,69;131,569881
Ja;SEE924302504816;Amprion;In Betrieb;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;HKW Bonn-Nord, Turbogruppe 4;53115;Bonn;Karlstr. 2;Nordrhein-Westfalen;33329;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,33;OPSD (2020);14,12;12,12;10,302;95,59;335,6390909
Ja;SEE990603147649;Amprion;In Betrieb;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;Heizkraftwerk Bonn-Nord, Gasturbine 1 der GuD-Anlage;53115;Bonn;Karlstraße 2;Nordrhein-Westfalen;36026;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,3993;OPSD (2020);24,7;20,5;17,835;40,69;137,8127974
Ja;SEE927419839802;Amprion;In Betrieb;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;Heizkraftwerk Bonn-Nord, Gasturbine 2 der GuD-Anlage;53115;Bonn;Karlstr. 2;Nordrhein-Westfalen;45536;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,63;Annahme basierend auf DIW (2014);39,291;39,186;34,09182;40,69;87,71325397
Ja;SEE997867646000;Amprion;In Betrieb;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;Heizkraftwerk Bonn-Nord, Dampfturbine GuD-Anlage;53115;Bonn;Karlstr. 2;Nordrhein-Westfalen;41579;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,3993;OPSD (2020);62;62;53,94;40,69;138,3127974
Ja;SEE922153723905;Amprion;In Betrieb;Energieversorgung Oberhausen;Heizkraftwerk I;46045;Oberhausen;Danziger Str. 31;Nordrhein-Westfalen;25953;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,3531;OPSD (2020);24,1;21,45;18,6615;40,69;156,2135372
Ja;SEE938782869693;Amprion;In Betrieb;Energieversorgung Offenbach AG;Müllheizkraftwerk Offenbach Turbine 1;63069;Offenbach;Dietzenbacher Straße 189;Hessen;42580;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);19,6;16,762;14,2477;0;1
Ja;SEE954169155876;Amprion;In Betrieb;Energieversorgung Offenbach AG;Heizkraftwerk-Offenbach-EVO;63067;Offenbach;Andréstraße 71;Hessen;32434;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,4;OPSD (2020);59,7;54;43,2;15,55;98,602375
Nein;SEE963398776042;Amprion;Netzreserve;ENTEGA AG;GT11;64293;Darmstadt;Frankfurter Straße 100;Hessen;40878;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,4138;OPSD (2020);47,5;46,5;40,455;40,69;133,0187289
Nein;SEE996136363488;Amprion;Netzreserve;ENTEGA AG;GT12;64293;Darmstadt;Frankfurter Straße 100;Hessen;40878;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,4138;OPSD (2020);47,5;46,5;40,455;40,69;133,0187289
Ja;SEE986030306643;Amprion;In Betrieb;Entsorgungsgesellschaft Mainz mbH;MHKW DTS;55120;Mainz;Kraftwerkallee 1;Rheinland-Pfalz;39965;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);20;15;12,75;0;1
Ja;SEE977273010268;Amprion;In Betrieb;Evonik Operations GmbH;Kraftwerk IV, DT 411;45772;Marl;Paul-Baumann-Straße 1;Nordrhein-Westfalen;42413;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,4026;OPSD (2020);13,96;13,76;11,9712;40,69;137,191381
Ja;SEE994351082467;Amprion;In Betrieb;Evonik Operations GmbH;Kraftwerk VI, Block 61, DT610;45772;Marl;Paul-Baumann-Straße 1;Nordrhein-Westfalen;44813;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);35,8;35,7;31,059;40,69;88,21325397
Ja;SEE970820981745;Amprion;In Betrieb;Evonik Operations GmbH;Kraftwerk VI, Block 62, DT620;45772;Marl;Paul-Baumann-Straße 1;Nordrhein-Westfalen;44813;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);36,08;35,98;31,3026;40,69;88,21325397
Ja;SEE920801236685;Amprion;In Betrieb;Evonik Operations GmbH;Kraftwerk VII, Block 71, DT710;45772;Marl;Paul-Baumann-Straße 1;Nordrhein-Westfalen;44907;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);36,33;36,23;31,5201;40,69;88,21325397
Ja;SEE945093389369;Amprion;In Betrieb;Evonik Operations GmbH;Kraftwerk IV, GT 421;45772;Marl;Paul-Baumann-Straße 1;Nordrhein-Westfalen;42413;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,4026;OPSD (2020);47,99;47;40,89;40,69;136,691381
Ja;SEE926313104276;Amprion;In Betrieb;Evonik Operations GmbH;Kraftwerk VI, Block 62, GT621;45772;Marl;Paul-Baumann-Straße 1;Nordrhein-Westfalen;44813;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,47;Annahme basierend auf DIW (2014);56,5;55,014;47,86218;40,69;117,2326596
Ja;SEE907282834715;Amprion;In Betrieb;Evonik Operations GmbH;Kraftwerk VI, Block 61, GT611;45772;Marl;Paul-Baumann-Straße 1;Nordrhein-Westfalen;44813;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,47;Annahme basierend auf DIW (2014);56,76;55,3;48,111;40,69;117,2326596
Ja;SEE920575296687;Amprion;In Betrieb;Evonik Operations GmbH;Kraftwerk VII, Block 71, GT711;45772;Marl;Paul-Baumann-Straße 1;Nordrhein-Westfalen;44907;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,47;Annahme basierend auf DIW (2014);57,21;55,77;48,5199;40,69;117,2326596
Ja;SEE940780197517;Amprion;In Betrieb;Felix Schoeller GmbH & Co. KG;Felix Schoeller GmbH & Co.KG Osnabrück;49086;Osnabrück;Burg Gretesch 45;Niedersachsen;34335;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,5;eigene Annahme;15,2;14,468;12,58716;40,69;110,2587
Ja;SEE929826629465;Amprion;In Betrieb;FFR Fernwärmeversorgung Flugplatz Ramstein;BHKW Ramstein;66877;Ramstein-Miesenbach;Reichswaldstraße 9;Rheinland-Pfalz;43447;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,4;eigene Annahme;12,9;12,75;11,0925;40,69;138,073375
Ja;SEE955937262338;Amprion;In Betrieb;GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH;„Turbosatz 1“;46049;Oberhausen;Liricher Str. 121;Nordrhein-Westfalen;38813;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);25,6;21,1;17,935;0;1
Ja;SEE993054223955;Amprion;In Betrieb;GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH;„Turbosatz 2“;46049;Oberhausen;Liricher Str. 121;Nordrhein-Westfalen;33528;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);49,5;40,4;34,34;0;1
Ja;SEE973931205885;Amprion;In Betrieb;GSH Green Steam Hürth GmbH;GSH Green Steam Hürth - Stromerzeugung nach KWKG;50354;Hürth;Bertrams-Jagdweg 12;Nordrhein-Westfalen;45748;nicht biogener Abfall;Industrieabfall;Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);20;18,3;15,555;0;1
Ja;SEE948351715917;Amprion;In Betrieb;GuD Herne;GuD Herne;44653;Herne;Hertener Straße 16;Nordrhein-Westfalen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,47;Annahme basierend auf DIW (2014);725,4;657;571,59;40,69;117,2326596
Ja;SEE949722134498;Amprion;In Betrieb;Henkel AG & Co. KGaA;F03G2;40589;Düsseldorf;Henkelstraße 67;Nordrhein-Westfalen;23743;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3278;OPSD (2020);13,2;11,88;10,3356;40,69;168,1545149
Ja;SEE952807166543;Amprion;In Betrieb;Henkel AG & Co. KGaA;F03G3;40589;Düsseldorf;Henkelstraße 67;Nordrhein-Westfalen;23743;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3278;OPSD (2020);13,2;11,88;10,3356;40,69;168,1545149
Ja;SEE945580171361;Amprion;In Betrieb;Henkel AG & Co. KGaA;F13G5;40589;Düsseldorf;Henkelstraße 67;Nordrhein-Westfalen;29221;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3278;OPSD (2020);20;18;15,66;40,69;168,1545149
Ja;SEE907828499484;Amprion;In Betrieb;Henkel AG & Co. KGaA;F13G6;40589;Düsseldorf;Henkelstraße 67;Nordrhein-Westfalen;30317;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3278;OPSD (2020);20;18;15,66;40,69;168,1545149
Ja;SEE958335974377;Amprion;In Betrieb;IHKW Industrieheizkraftwerk Andernach GmbH;Dampfturbine;56626;Andernach;Koblenzer Straße 141;Rheinland-Pfalz;39797;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);13,7;12,5;10,625;0;1
Ja;SEE929865645150;Amprion;In Betrieb;INEOS Manufacturing Deutschland;Turbine 24;50769;Köln;Alte Str. 201;Nordrhein-Westfalen;24273;andere Gase;Sonstige hergestellte Gase;Sonstige Energieträger (nicht erneuerbar);Nein;Kondensationsmaschine ohne Entnahme;Sonstige;Sonstige;0,276;Annahme basierend auf DIW (2014);10,4;10,4;8,84;95,59;401,1119565
Ja;SEE935397901879;Amprion;In Betrieb;INEOS Manufacturing Deutschland;Turbine 21;50769;Köln;Alte Str. 201;Nordrhein-Westfalen;23391;andere Gase;Sonstige hergestellte Gase;Sonstige Energieträger (nicht erneuerbar);Ja;Gegendruckmaschine ohne Entnahme;Sonstige;Sonstige;0,276;Annahme basierend auf DIW (2014);17,9;15,5;13,175;95,59;401,1119565
Ja;SEE918791805134;Amprion;In Betrieb;INEOS Manufacturing Deutschland;Turbine 23;50769;Köln;Alte Str. 201;Nordrhein-Westfalen;23314;andere Gase;Sonstige hergestellte Gase;Sonstige Energieträger (nicht erneuerbar);Ja;Gegendruckmaschine ohne Entnahme;Sonstige;Sonstige;0,276;Annahme basierend auf DIW (2014);17,9;15,5;13,175;95,59;401,1119565
Ja;SEE933851011843;Amprion;In Betrieb;INEOS Manufacturing Deutschland;Turbine 22;50769;Köln;Alte Str. 201;Nordrhein-Westfalen;23481;andere Gase;Sonstige hergestellte Gase;Sonstige Energieträger (nicht erneuerbar);Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,276;Annahme basierend auf DIW (2014);19,2;19,2;16,32;95,59;401,1119565
Ja;SEE983237534152;Amprion;In Betrieb;INEOS Manufacturing Deutschland;GT11800;50769;Köln;Alte Str. 201;Nordrhein-Westfalen;44896;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,432;Annahme basierend auf DIW (2014);32;29,55;25,7085;40,69;127,9568287
Ja;SEE988668060393;Amprion;In Betrieb;INEOS Manufacturing Deutschland;Turbine 31;50769;Köln;Alte Str. 201;Nordrhein-Westfalen;24552;andere Gase;Sonstige hergestellte Gase;Sonstige Energieträger (nicht erneuerbar);Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,276;Annahme basierend auf DIW (2014);33,6;33,6;28,56;95,59;401,1119565
Ja;SEE946501569267;Amprion;In Betrieb;INEOS SOLVENTS GERMANY GMBH;TG8;47443;Moers;Römerstraße 733;Nordrhein-Westfalen;34943;Erdgas;Dampf (zum Beispiel Prozesswärme);Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3795;OPSD (2020);12,6;12;10,44;40,69;145,4508564
Ja;SEE909438607068;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom VT3;65929;Frankfurt;Brüningstraße 50;Hessen;44454;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);13;12,9;11,223;40,69;88,21325397
Ja;SEE928072880231;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom VT5;65929;Frankfurt;Brüningstraße 50;Hessen;29221;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,3975;OPSD (2020);13,9;13,8;12,006;40,69;138,932327
Ja;SEE919137629452;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom VT1;65929;Frankfurt;Brüningstraße 50;Hessen;29952;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,3975;OPSD (2020);18,56;17,38;15,1206;40,69;138,932327
Ja;SEE948546582201;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom VT2;65929;Frankfurt;Brüningstraße 50;Hessen;30554;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,3975;OPSD (2020);18,56;17,38;15,1206;40,69;138,932327
Ja;SEE905366486355;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom VT4;65929;Frankfurt;Brüningstraße 50;Hessen;44454;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);27;26,8;23,316;40,69;88,21325397
Ja;SEE914989602134;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom GTX2;65929;Frankfurt;Brüningstraße 50;Hessen;40549;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3982;OPSD (2020);50;49,8;43,326;40,69;138,6907333
Ja;SEE969540726491;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom GTX3;65929;Frankfurt;Brüningstraße 50;Hessen;40552;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3982;OPSD (2020);50;49,8;43,326;40,69;138,6907333
Ja;SEE946744372112;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom GTX1;65929;Frankfurt;Brüningstraße 50;Hessen;37951;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,3883;OPSD (2020);54;53,6;46,632;40,69;141,688514
Ja;SEE958909269267;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Ersatzbrennstoffverbrennung Turbine;65929;Frankfurt;Brüningstraße 50;Hessen;41848;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);86;71;60,35;0;1
Ja;SEE974805767829;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom GTX 8;65929;Frankfurt;Brüningstraße 50;Hessen;44764;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,432;Annahme basierend auf DIW (2014);90,684;89,116;77,53092;40,69;127,9568287
Ja;SEE936502086450;Amprion;In Betrieb;Infraserv GmbH & Co. Höchst KG;IPH Strom GTX 7;65929;Frankfurt;Brüningstraße 50;Hessen;44746;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,432;Annahme basierend auf DIW (2014);90,814;89,389;77,76843;40,69;127,9568287
Ja;SEE964717210810;Amprion;In Betrieb;Infraserv GmbH & Co. Wiesbaden KG;Generator 3;65203;Wiesbaden;Rheingaustraße 190-196;Hessen;28459;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,3916;OPSD (2020);10,573;10,323;8,98101;40,69;141,0029367
Ja;SEE988616317180;Amprion;In Betrieb;Infraserv GmbH & Co. Wiesbaden KG;Generator 4;65203;Wiesbaden;Rheingaustraße 190-196;Hessen;35124;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3916;OPSD (2020);11,66;11,41;9,9267;40,69;141,0029367
Ja;SEE968474056711;Amprion;In Betrieb;Infraserv GmbH & Co. Wiesbaden KG;Generator 6;65203;Wiesbaden;Rheingaustraße 190-196;Hessen;44286;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3916;OPSD (2020);22,111;21,861;19,01907;40,69;141,0029367
Ja;SEE919189403703;Amprion;In Betrieb;Infraserv GmbH & Co. Wiesbaden KG;Generator 7;65203;Wiesbaden;Rheingaustraße 190-196;Hessen;44286;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3916;OPSD (2020);22,111;21,861;19,01907;40,69;141,0029367
Ja;SEE959576281422;Amprion;In Betrieb;Knapsack Power GmbH & Co. KG;Knapsack I - Dampfturbine - DT 10;50354;Hürth;Industriestraße 300;Nordrhein-Westfalen;39372;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,6;https://www.statkraft.com/about-statkraft/where-we-operate/germany/knapsack-i-and-ii-gas-fired-power-plants/;280;280;243,6;40,69;92,04891667
Ja;SEE905192478234;Amprion;In Betrieb;Knapsack Power GmbH & Co. KG;Knapsack I - Gasturbine GT12;50354;Hürth;Industriestraße 300;Nordrhein-Westfalen;39372;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,5715;OPSD (2020);308;308;267,96;40,69;96,58941382
Ja;SEE930982693153;Amprion;In Betrieb;Knapsack Power GmbH & Co. KG;Knapsack I - Gasturbine  GT11;50354;Hürth;Industriestraße 300;Nordrhein-Westfalen;39372;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,6;https://www.statkraft.com/about-statkraft/where-we-operate/germany/knapsack-i-and-ii-gas-fired-power-plants/;308;308;267,96;40,69;92,04891667
Ja;SEE928580946900;Amprion;In Betrieb;Konsortium Energieversorgung Opel beschränkt haftende oHG;GuD-Heizkraftwerk M120;65428;Rüsselsheim;Mainzer Straße ;Hessen;36374;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,5355;OPSD (2020);104,5;103;89,61;40,69;103,0155929
Ja;SEE936042422251;Amprion;In Betrieb;Kraftwerk Neuss GmbH;GT;41460;Neuss;Düsseldorfer Straße 182-184;Nordrhein-Westfalen;45658;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,47;Annahme basierend auf DIW (2014);16,6;16,526;14,37762;40,69;117,7326596
Ja;SEE982563254987;Amprion;In Betrieb;Kraftwerke Mainz-Wiesbaden AG;KW2 GT26;55120;Mainz;Kraftwerkallee 1;Rheinland-Pfalz;28126;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,432;OPSD (2020);95;90;78,3;40,69;127,4568287
Ja;SEE996285049943;Amprion;In Betrieb;Kraftwerke Mainz-Wiesbaden AG;KW3 DT32;55120;Mainz;Kraftwerkallee 1;Rheinland-Pfalz;37077;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,58;OPSD (2020);139,7;139,7;121,539;40,69;95,68853448
Nein;SEE969670581717;Amprion;Netzreserve;Kraftwerke Mainz-Wiesbaden AG;KW2 DT27;55120;Mainz;Kraftwerkallee 1;Rheinland-Pfalz;28126;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,44;Facts & Figures Kerngesch;270;250;217,5;40,69;125,6576136
Ja;SEE909927513559;Amprion;In Betrieb;Kraftwerke Mainz-Wiesbaden AG;KW3 GT31;55120;Mainz;Kraftwerkallee 1;Rheinland-Pfalz;37077;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,58;OPSD (2020);296,3;291,3;253,431;40,69;95,68853448
Ja;SEE992947793209;Amprion;In Betrieb;Kreis Weseler Abfallgesellschaft mbH & Co.KG;Dampfturbine;47475;Kamp-Lintfort;Graftstraße 25;Nordrhein-Westfalen;35521;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);22;16;13,6;0;1
Ja;SEE957639615832;Amprion;In Betrieb;MAN Energy Solutions SE;Prüfstand 15;86153;Augsburg;Stadtbachstraße 1;Bayern;39934;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Verbrennungsmotor;Erdgas;GuD;0,4;eigene Annahme;14;13,84;12,0408;40,69;138,073375
Ja;SEE942982288260;Amprion;In Betrieb;Mark-E Aktiengesellschaft;Cuno Heizkraftwerk Herdecke H6;58313;Herdecke;Wetterstraße 111;Nordrhein-Westfalen;39356;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,59;OPSD (2020);432;417;362,79;40,69;93,59211864
Ja;SEE982064018118;Amprion;In Betrieb;Moritz J. Weig GmbH & Co. KG;Gasturbine 2;56727;Mayen;Polcher Straße 113;Rheinland-Pfalz;42278;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,5985;OPSD (2020);16;14,5;12,615;40,69;92,77710944
Ja;SEE999756197518;Amprion;In Betrieb;Moritz J. Weig GmbH & Co. KG;Dampfturbine 2;56727;Mayen;Polcher Straße 113;Rheinland-Pfalz;42278;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);18,5;17,7;15,399;40,69;88,21325397
Ja;SEE927727929912;Amprion;In Betrieb;MVA Weisweiler GmbH & Co. KG;MVA-Turbine;52249;Eschweiler;Zum Hagelkreuz 22;Nordrhein-Westfalen;35339;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Nein;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);33;27;22,95;0;1
Ja;SEE921785427038;Amprion;In Betrieb;OQ Chemicals Produktion GmbH & Co.KG;T/G 6;46147;Oberhausen;Otto-Roelen-Strasse 3;Nordrhein-Westfalen;18629;Mineralölprodukte;Andere Mineralölprodukte;Mineralölprodukte;Nein;Kondensationsmaschine ohne Entnahme;Öl;Öl;0,33;Annahme basierend auf DIW (2014);21,5;12;10,2;95,89;350,4181818
Ja;SEE957163765348;Amprion;In Betrieb;ORION Engineered Carbons GmbH;Generator 3;50997;Köln;Harry-Kloepfer-Str. 1;Nordrhein-Westfalen;44015;andere Gase;Andere Gase;Sonstige Energieträger (nicht erneuerbar);Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,63;Annahme basierend auf DIW (2014);14;13,4;11,39;95,59;176,2871429
Ja;SEE944148486770;Amprion;In Betrieb;ORION Engineered Carbons GmbH;Generator 4;50997;Köln;Harry-Kloepfer-Str. 1;Nordrhein-Westfalen;43090;andere Gase;Andere Gase;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,63;Annahme basierend auf DIW (2014);22,77;22;18,7;95,59;176,2871429
